ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;Monções;SP;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Itapiúna;CE;A
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Feira da Mata;BA;B
P1;04/09/2022;Tabatinga;AM;A
P1;04/09/2022;Macaíba;RN;A
P1;04/09/2022;Mariluz;PR;B
P1;04/09/2022;Ponta Grossa;PR;B
P1;04/09/2022;Paraná;RN;A
P1;04/09/2022;Brejo;MA;A
P1;04/09/2022;Itaperuçu;PR;A
P1;04/09/2022;Oeiras do Pará;PA;B
P1;04/09/2022;São Carlos;SP;A
P1;04/09/2022;Angico;TO;B
P1;04/09/2022;Mococa;SP;A
P1;04/09/2022;Divinópolis do Tocantins;TO;A
P1;04/09/2022;Palmas;TO;B
P1;04/09/2022;Curitiba;PR;A
P1;04/09/2022;Jundiaí;SP;B
P1;04/09/2022;Iranduba;AM;B
P1;04/09/2022;Codó;MA;A
P1;04/09/2022;Belmiro Braga;MG;A
P1;04/09/2022;Rinópolis;SP;B
P1;04/09/2022;Abreu e Lima;PE;A
P1;04/09/2022;Clevelândia;PR;B
P1;04/09/2022;Cabixi;RO;B
P1;04/09/2022;Gramado;RS;B
P1;04/09/2022;Rio de Janeiro;RJ;B
P1;04/09/2022;Campos Novos;SC;B
P1;04/09/2022;Carira;SE;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Recife;PE;A
P1;04/09/2022;Alagoa Nova;PB;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Itaporã;MS;B
P1;04/09/2022;Vespasiano;MG;A
P1;04/09/2022;Rio Sono;TO;B
P1;04/09/2022;Taubaté;SP;A
P1;04/09/2022;Firmino Alves;BA;A
P1;04/09/2022;Tabaporã;MT;A
P1;04/09/2022;Belém;PA;A
P1;04/09/2022;Rio Verde;GO;A
P1;04/09/2022;Campo Grande;MS;A
P1;04/09/2022;Boa Vista;RR;B
P1;04/09/2022;Luiziânia;SP;B
P1;04/09/2022;Encantado;RS;B
P1;04/09/2022;Natal;RN;B
P1;04/09/2022;Prata;PB;B
P1;04/09/2022;Mineiros;GO;B
P1;04/09/2022;Machadinho D'Oeste;RO;A
P1;04/09/2022;Ouricuri;PE;A
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Anápolis;GO;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Rondonópolis;MT;A
P1;04/09/2022;Jaraguá;GO;B
P1;04/09/2022;Itanhangá;MT;A
P1;04/09/2022;Cuiabá;MT;A
P1;04/09/2022;Itaiópolis;SC;B
P1;04/09/2022;Belo Horizonte;MG;A
P1;04/09/2022;Araguaçu;TO;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Guaçuí;ES;B
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Mogi das Cruzes;SP;B
P1;04/09/2022;Mirandópolis;SP;A
P1;04/09/2022;Nerópolis;GO;B
P1;04/09/2022;Orlândia;SP;B
P1;04/09/2022;Consolação;MG;A
P1;04/09/2022;Paudalho;PE;A
P1;04/09/2022;Iguaba Grande;RJ;A
P1;04/09/2022;Três Passos;RS;B
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Santana do Ipanema;AL;B
P1;04/09/2022;Diadema;SP;A
P1;04/09/2022;Alta Floresta;MT;A
P1;04/09/2022;Forquilha;CE;B
P1;04/09/2022;Jequié;BA;A
P1;04/09/2022;Uberlândia;MG;A
P1;04/09/2022;Goiânia;GO;B
P1;04/09/2022;João Pessoa;PB;B
P1;04/09/2022;Castelândia;GO;B
P1;04/09/2022;Brejo Santo;CE;A
P1;04/09/2022;Colatina;ES;A
P1;04/09/2022;Pongaí;SP;A
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Vigia;PA;B
P1;04/09/2022;Areia Branca;SE;B
P1;04/09/2022;Pejuçara;RS;A
P1;04/09/2022;Itajaí;SC;B
P1;04/09/2022;Gramado Xavier;RS;B
P1;04/09/2022;Canela;RS;B
P1;04/09/2022;Santa Luzia D'Oeste;RO;B
P1;04/09/2022;Porto Velho;RO;A
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Pracuúba;AP;B
P1;04/09/2022;Valença;BA;A
P1;04/09/2022;Manaus;AM;B
P1;04/09/2022;Goiânia;GO;B
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Tanque do Piauí;PI;A
P1;04/09/2022;Lobato;PR;B
P1;04/09/2022;Parnaíba;PI;A
P1;04/09/2022;Araruna;PB;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Caxambu;MG;A
P1;04/09/2022;Santo Estêvão;BA;A
P1;04/09/2022;Fortaleza;CE;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Passo Fundo;RS;B
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Santa Cruz da Baixa Verde;PE;A
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;Aracaju;SE;A
P1;04/09/2022;Cabrobó;PE;A
P1;04/09/2022;Babaçulândia;TO;B
P1;04/09/2022;Ubarana;SP;B
P1;04/09/2022;Duas Barras;RJ;A
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Recife;PE;A
P1;04/09/2022;São Fidélis;RJ;A
P1;04/09/2022;Porto Walter;AC;A
P1;04/09/2022;Feira da Mata;BA;B
P1;04/09/2022;Ouro Verde;SC;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Canelinha;SC;B
P1;04/09/2022;São Gabriel da Cachoeira;AM;A
P1;04/09/2022;Jundiá;AL;B
P1;04/09/2022;Lorena;SP;B
P1;04/09/2022;Taipas do Tocantins;TO;B
P1;04/09/2022;Comendador Levy Gasparian;RJ;B
P1;04/09/2022;Serra;ES;B
P1;04/09/2022;Cáceres;MT;B
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Vitorino Freire;MA;A
P1;04/09/2022;Pelotas;RS;A
P1;04/09/2022;Serra;ES;A
P1;04/09/2022;Anchieta;ES;B
P1;04/09/2022;Orobó;PE;A
